Full,Intrested,
K14742,K14742,0
K07788,#N/A,K07788
K02337,K02337,0
K05559,#N/A,K05559
K01611,K01611,0
K03565,#N/A,K03565
K11069,#N/A,K11069
K01785,K01785,0
K05989,#N/A,K05989
K21573,K21573,0
K01867,K01867,0
K03043,K03043,0
