Full,Intrested,
K03273,#N/A,K03273
K02888,#N/A,K02888
K01811,#N/A,K01811
K03703,K03703,0
K01711,#N/A,K01711
K00948,K00948,0
K00919,#N/A,K00919
K02198,#N/A,K02198
K03734,K03734,0
K02501,#N/A,K02501
K03147,#N/A,K03147
K11179,#N/A,K11179
K21573,K21573,0
K02238,K02238,0
K03763,#N/A,K03763
K03596,K03596,0
K03798,#N/A,K03798
K06867,K06867,0
K07695,#N/A,K07695
K09800,K09800,0
K14170,#N/A,K14170
K03722,#N/A,K03722
K03833,#N/A,K03833
K00626,#N/A,K00626
K07133,K07133,0
K02396,#N/A,K02396
K07486,K07486,0
K01740,K01740,0
K12132,K12132,0
K00655,#N/A,K00655
K02335,K02335,0
K05568,#N/A,K05568
K00375,#N/A,K00375
K00174,#N/A,K00174
K03426,K03426,0
K01897,K01897,0
K01925,K01925,0
K01000,#N/A,K01000
K13292,#N/A,K13292
K18139,#N/A,K18139
K00350,#N/A,K00350
K01869,K01869,0
K01649,#N/A,K01649
K00052,#N/A,K00052
K01703,#N/A,K01703
K02650,#N/A,K02650
K07133,K07133,0
K02027,K02027,0
K17207,#N/A,K17207
K02355,K02355,0
K09456,K09456,0
K06895,#N/A,K06895
K21449,#N/A,K21449
K12111,K12111,0
K07497,K07497,0
K03929,#N/A,K03929
K07230,#N/A,K07230
K09762,#N/A,K09762
K01679,K01679,0
K01591,#N/A,K01591
K18979,#N/A,K18979
K07651,#N/A,K07651
K06399,#N/A,K06399
K00033,#N/A,K00033
K07678,#N/A,K07678
K09710,#N/A,K09710
K03798,#N/A,K03798
K02854,K02854,0
K07347,K07347,0
K18682,#N/A,K18682
K15125,K15125,0
K00954,#N/A,K00954
K00761,#N/A,K00761
K03924,K03924,0
K04751,#N/A,K04751
K12537,#N/A,K12537
K07133,K07133,0
K05372,#N/A,K05372
K21573,K21573,0
K04763,#N/A,K04763
K03839,#N/A,K03839
K11738,#N/A,K11738
K00705,K00705,0
K03584,#N/A,K03584
K04565,#N/A,K04565
K00874,#N/A,K00874
K00116,K00116,0
K02111,K02111,0
K00761,#N/A,K00761
K01372,#N/A,K01372
K01895,K01895,0
K01114,#N/A,K01114
K07126,K07126,0
K18197,K18197,0
K01952,K01952,0
K00567,#N/A,K00567
K07485,K07485,0
K03076,#N/A,K03076
K14645,#N/A,K14645
K26937,#N/A,K26937
K07486,K07486,0
K02355,K02355,0
K06889,#N/A,K06889
K01736,K01736,0
K00266,K00266,0
K06176,#N/A,K06176
K03773,#N/A,K03773
K03529,K03529,0
K19117,#N/A,K19117
K03286,K03286,0
K01251,#N/A,K01251
K00390,#N/A,K00390
K03686,K03686,0
K00124,#N/A,K00124
K02315,#N/A,K02315
K03772,#N/A,K03772
K03502,K03502,0
K03798,#N/A,K03798
K15371,#N/A,K15371
K19171,#N/A,K19171
K19172,#N/A,K19172
K04487,#N/A,K04487
K03686,K03686,0
K01051,#N/A,K01051
K06180,K06180,0
K07029,#N/A,K07029
K00380,#N/A,K00380
K03466,K03466,0
K27802,#N/A,K27802
K07133,K07133,0
K02992,#N/A,K02992
K07001,#N/A,K07001
K02855,#N/A,K02855
K00380,#N/A,K00380
K03525,#N/A,K03525
K01893,K01893,0
K08999,#N/A,K08999
K03650,#N/A,K03650
K01710,K01710,0
K13280,#N/A,K13280
K06158,#N/A,K06158
K02429,#N/A,K02429
K01883,#N/A,K01883
K19689,#N/A,K19689
K09159,#N/A,K09159
K27000,#N/A,K27000
K07486,K07486,0
K09607,#N/A,K09607
K01652,#N/A,K01652
K06894,#N/A,K06894
K02469,#N/A,K02469
K19693,#N/A,K19693
K09013,#N/A,K09013
K00040,#N/A,K00040
K18480,#N/A,K18480
K03597,#N/A,K03597
K00703,#N/A,K00703
K19068,#N/A,K19068
K04059,#N/A,K04059
K13735,K13735,0
K01955,K01955,0
K01338,K01338,0
K06204,#N/A,K06204
K09150,#N/A,K09150
K02519,K02519,0
K01874,#N/A,K01874
K19611,#N/A,K19611
K02014,K02014,0
K01198,#N/A,K01198
K13921,#N/A,K13921
K03737,K03737,0
K08351,#N/A,K08351
K00692,#N/A,K00692
K01176,#N/A,K01176
K03070,K03070,0
K00135,#N/A,K00135
K07345,#N/A,K07345
K03546,K03546,0
K07018,#N/A,K07018
K01953,K01953,0
K07792,#N/A,K07792
K00652,#N/A,K00652
K02438,#N/A,K02438
K03231,K03231,0
K21573,K21573,0
K02392,K02392,0
K09793,#N/A,K09793
K01719,#N/A,K01719
K03153,#N/A,K03153
K03631,K03631,0
K03217,#N/A,K03217
K02014,K02014,0
K07042,K07042,0
K21572,K21572,0
K07126,K07126,0
K07126,K07126,0
K04786,#N/A,K04786
K03585,#N/A,K03585
K06158,#N/A,K06158
K15738,#N/A,K15738
K15125,K15125,0
K00164,#N/A,K00164
K20972,#N/A,K20972
K03930,#N/A,K03930
K21572,K21572,0
K21636,K21636,0
K00957,#N/A,K00957
K15125,K15125,0
K06077,#N/A,K06077
K07566,#N/A,K07566
K03169,K03169,0
K06445,K06445,0
K04763,#N/A,K04763
K12528,#N/A,K12528
K00800,#N/A,K00800
K01736,K01736,0
K03499,#N/A,K03499
K02931,K02931,0
K06286,#N/A,K06286
K07350,#N/A,K07350
K01486,#N/A,K01486
K06217,#N/A,K06217
K21573,K21573,0
K21573,K21573,0
K07277,#N/A,K07277
K00325,#N/A,K00325
K02004,K02004,0
K08303,#N/A,K08303
K00426,#N/A,K00426
K03699,K03699,0
K01955,K01955,0
K21573,K21573,0
K02316,K02316,0
K07029,#N/A,K07029
K04564,#N/A,K04564
K12787,#N/A,K12787
K01604,#N/A,K01604
K06919,K06919,0
K01992,#N/A,K01992
K01993,#N/A,K01993
K03575,#N/A,K03575
K27443,#N/A,K27443
K25026,#N/A,K25026
K00826,#N/A,K00826
K06183,#N/A,K06183
K03979,#N/A,K03979
K05364,#N/A,K05364
K03367,#N/A,K03367
K06915,#N/A,K06915
K04066,#N/A,K04066
K01153,K01153,0
K27802,#N/A,K27802
K09118,#N/A,K09118
K12574,#N/A,K12574
K03654,#N/A,K03654
K04084,#N/A,K04084
K23187,#N/A,K23187
K02948,#N/A,K02948
K03406,K03406,0
K12340,#N/A,K12340
K01265,#N/A,K01265
K11739,#N/A,K11739
K07482,K07482,0
K09815,K09815,0
K00208,#N/A,K00208
K03043,K03043,0
K03182,#N/A,K03182
K05602,#N/A,K05602
K21134,#N/A,K21134
K03722,#N/A,K03722
K07478,#N/A,K07478
K03711,#N/A,K03711
K00206,#N/A,K00206
K18954,#N/A,K18954
K07716,#N/A,K07716
K10543,#N/A,K10543
K01696,#N/A,K01696
K00675,#N/A,K00675
K01241,K01241,0
K12373,K12373,0
K18964,K18964,0
K21606,#N/A,K21606
K01198,#N/A,K01198
K16554,#N/A,K16554
K08303,#N/A,K08303
K03086,K03086,0
K01990,#N/A,K01990
K13735,K13735,0
K07726,#N/A,K07726
K01421,K01421,0
K23941,#N/A,K23941
K04759,#N/A,K04759
K17680,#N/A,K17680
K08659,#N/A,K08659
K00426,#N/A,K00426
K01897,K01897,0
K00937,#N/A,K00937
K02396,#N/A,K02396
K25619,#N/A,K25619
K03406,K03406,0
K05813,#N/A,K05813
K02469,#N/A,K02469
K05592,K05592,0
K15461,#N/A,K15461
K03701,K03701,0
K00823,#N/A,K00823
K14682,#N/A,K14682
K03579,#N/A,K03579
K01996,#N/A,K01996
K00151,#N/A,K00151
K00789,K00789,0
K02519,K02519,0
K05847,#N/A,K05847
K01534,#N/A,K01534
K13280,#N/A,K13280
K00997,#N/A,K00997
K26065,#N/A,K26065
K01271,#N/A,K01271
K11956,#N/A,K11956
K01387,#N/A,K01387
K19693,#N/A,K19693
K01190,#N/A,K01190
K18704,#N/A,K18704
K26603,#N/A,K26603
K03147,#N/A,K03147
K07678,#N/A,K07678
K00240,#N/A,K00240
K05366,K05366,0
K11928,#N/A,K11928
K03286,K03286,0
K07273,#N/A,K07273
K13735,K13735,0
K26722,#N/A,K26722
K00791,#N/A,K00791
K02066,#N/A,K02066
K01736,K01736,0
K03671,#N/A,K03671
K02387,#N/A,K02387
K00548,#N/A,K00548
K26920,#N/A,K26920
K06919,K06919,0
K06909,#N/A,K06909
K01929,#N/A,K01929
K00371,#N/A,K00371
K00766,#N/A,K00766
K07147,K07147,0
K03644,#N/A,K03644
K02073,#N/A,K02073
K01958,#N/A,K01958
K01874,#N/A,K01874
K07126,K07126,0
K07126,K07126,0
K07126,K07126,0
K03977,K03977,0
K01621,#N/A,K01621
K03583,#N/A,K03583
K00703,#N/A,K00703
K00382,#N/A,K00382
K01652,#N/A,K01652
K01687,#N/A,K01687
K03919,#N/A,K03919
K02470,K02470,0
K00957,#N/A,K00957
K09747,#N/A,K09747
K01431,#N/A,K01431
K00371,#N/A,K00371
K08303,#N/A,K08303
K00821,#N/A,K00821
K03760,#N/A,K03760
K13683,#N/A,K13683
K01961,K01961,0
K06918,#N/A,K06918
K00549,#N/A,K00549
K00558,K00558,0
K03669,#N/A,K03669
K03278,#N/A,K03278
K21923,#N/A,K21923
K00135,#N/A,K00135
K11021,#N/A,K11021
K11904,#N/A,K11904
K02549,K02549,0
K07098,K07098,0
K06113,#N/A,K06113
K01923,K01923,0
K20956,#N/A,K20956
K00939,#N/A,K00939
K19229,#N/A,K19229
K19228,#N/A,K19228
K19227,#N/A,K19227
K03701,K03701,0
K07263,#N/A,K07263
K07133,K07133,0
K00285,#N/A,K00285
K03789,#N/A,K03789
K11747,#N/A,K11747
K03684,#N/A,K03684
K09014,K09014,0
K01740,K01740,0
K15125,K15125,0
K09458,#N/A,K09458
K03495,#N/A,K03495
K11907,#N/A,K11907
K11895,#N/A,K11895
K11896,#N/A,K11896
K11900,#N/A,K11900
K11901,#N/A,K11901
K11902,#N/A,K11902
K03089,#N/A,K03089
K01874,#N/A,K01874
K00602,#N/A,K00602
K12132,K12132,0
K05349,K05349,0
K06215,#N/A,K06215
K11216,#N/A,K11216
K03925,#N/A,K03925
K05349,K05349,0
K03581,K03581,0
K03581,K03581,0
K01921,#N/A,K01921
K01739,#N/A,K01739
K06381,#N/A,K06381
K01187,#N/A,K01187
K03654,#N/A,K03654
K03695,K03695,0
K03077,#N/A,K03077
K03737,K03737,0
K01278,#N/A,K01278
K23374,#N/A,K23374
K01338,K01338,0
K04079,#N/A,K04079
K01880,#N/A,K01880
K03169,K03169,0
K00681,#N/A,K00681
K00656,#N/A,K00656
K00574,#N/A,K00574
K04043,K04043,0
K25706,#N/A,K25706
K06387,#N/A,K06387
K02750,#N/A,K02750
K04759,#N/A,K04759
K09017,#N/A,K09017
K01176,#N/A,K01176
K01153,K01153,0
K04744,K04744,0
K04763,#N/A,K04763
K07277,#N/A,K07277
K03424,#N/A,K03424
K02056,#N/A,K02056
K01179,K01179,0
K00850,#N/A,K00850
K00266,K00266,0
K01915,#N/A,K01915
K02014,K02014,0
K02188,#N/A,K02188
K03406,K03406,0
K18214,#N/A,K18214
K02406,#N/A,K02406
K08307,#N/A,K08307
K02014,K02014,0
K19231,#N/A,K19231
K08160,#N/A,K08160
K09458,#N/A,K09458
K08300,#N/A,K08300
K16370,#N/A,K16370
K07482,K07482,0
K05837,#N/A,K05837
K03632,K03632,0
K01996,#N/A,K01996
K01534,#N/A,K01534
K02029,#N/A,K02029
K07486,K07486,0
K01198,#N/A,K01198
K26765,#N/A,K26765
K00174,#N/A,K00174
K03797,#N/A,K03797
K01006,#N/A,K01006
K02800,#N/A,K02800
K00163,#N/A,K00163
K19585,#N/A,K19585
K04485,K04485,0
K03086,K03086,0
K07126,K07126,0
K00705,K00705,0
K03415,#N/A,K03415
K02390,#N/A,K02390
K26937,#N/A,K26937
K02035,#N/A,K02035
K02433,#N/A,K02433
K02230,#N/A,K02230
K03106,#N/A,K03106
K03406,K03406,0
K00548,#N/A,K00548
K04772,#N/A,K04772
K03654,#N/A,K03654
K21573,K21573,0
K03529,K03529,0
K02390,#N/A,K02390
K07001,#N/A,K07001
K17319,#N/A,K17319
K21573,K21573,0
K00088,#N/A,K00088
K06158,#N/A,K06158
K01534,#N/A,K01534
K06147,K06147,0
K02067,#N/A,K02067
K00981,#N/A,K00981
K01778,#N/A,K01778
K03655,K03655,0
K03529,K03529,0
K00616,#N/A,K00616
K01261,#N/A,K01261
K01993,#N/A,K01993
K01455,#N/A,K01455
K09759,#N/A,K09759
K13663,#N/A,K13663
K01892,#N/A,K01892
K18930,#N/A,K18930
K02004,K02004,0
K17723,#N/A,K17723
K25150,#N/A,K25150
K02397,#N/A,K02397
K00297,#N/A,K00297
K01714,#N/A,K01714
K03046,K03046,0
K01938,#N/A,K01938
K10109,#N/A,K10109
K13730,K13730,0
K00549,#N/A,K00549
K01424,#N/A,K01424
K00571,#N/A,K00571
K27802,#N/A,K27802
K01869,K01869,0
K01915,#N/A,K01915
K02407,#N/A,K02407
K23991,#N/A,K23991
K02004,K02004,0
K15255,#N/A,K15255
K01154,K01154,0
K18138,K18138,0
K06143,#N/A,K06143
K07651,#N/A,K07651
K09955,#N/A,K09955
K03820,#N/A,K03820
K16087,#N/A,K16087
K01897,K01897,0
K13926,#N/A,K13926
K01993,#N/A,K01993
K03977,K03977,0
K00800,#N/A,K00800
K02194,#N/A,K02194
K03544,#N/A,K03544
K18979,#N/A,K18979
K14698,#N/A,K14698
K03798,#N/A,K03798
K07497,K07497,0
K15633,#N/A,K15633
K02906,#N/A,K02906
K07114,K07114,0
K13684,K13684,0
K10742,K10742,0
K01897,K01897,0
K07219,#N/A,K07219
K00124,#N/A,K00124
K01649,#N/A,K01649
K07164,#N/A,K07164
K07487,#N/A,K07487
K03406,K03406,0
K05366,K05366,0
K04763,#N/A,K04763
K00108,#N/A,K00108
K01174,#N/A,K01174
K21449,#N/A,K21449
K00133,#N/A,K00133
K01421,K01421,0
K05521,#N/A,K05521
K12308,#N/A,K12308
K14981,#N/A,K14981
K03431,#N/A,K03431
K00796,#N/A,K00796
K03798,#N/A,K03798
K01139,K01139,0
K19235,K19235,0
K22622,#N/A,K22622
K03583,#N/A,K03583
K21572,K21572,0
K19048,#N/A,K19048
K07478,#N/A,K07478
K00873,K00873,0
K03639,#N/A,K03639
K03499,#N/A,K03499
K15125,K15125,0
K02230,#N/A,K02230
K00611,#N/A,K00611
K02337,K02337,0
K02014,K02014,0
K12132,K12132,0
K02316,K02316,0
K02348,#N/A,K02348
K00990,K00990,0
K01552,K01552,0
K18908,#N/A,K18908
K07154,#N/A,K07154
K01126,#N/A,K01126
K01991,#N/A,K01991
K07300,#N/A,K07300
K16091,#N/A,K16091
K20814,#N/A,K20814
K00370,#N/A,K00370
K00266,K00266,0
K03046,K03046,0
K03657,K03657,0
K07091,K07091,0
K00331,#N/A,K00331
K13038,#N/A,K13038
K02274,#N/A,K02274
K26726,#N/A,K26726
K21573,K21573,0
K03980,#N/A,K03980
K07484,K07484,0
K06213,#N/A,K06213
K05774,#N/A,K05774
K01186,#N/A,K01186
K18146,#N/A,K18146
K00688,K00688,0
K06921,#N/A,K06921
K00163,#N/A,K00163
K03734,K03734,0
K11085,#N/A,K11085
K00088,#N/A,K00088
K03771,K03771,0
K07464,#N/A,K07464
K08680,#N/A,K08680
K01735,#N/A,K01735
K03610,#N/A,K03610
K02897,#N/A,K02897
K05366,K05366,0
K09857,#N/A,K09857
K13895,#N/A,K13895
K21573,K21573,0
K02232,#N/A,K02232
K01872,K01872,0
K00031,K00031,0
K04567,#N/A,K04567
K12472,#N/A,K12472
K03820,#N/A,K03820
K03686,K03686,0
K00688,K00688,0
K01915,#N/A,K01915
K03686,K03686,0
K03199,#N/A,K03199
K01945,#N/A,K01945
K16898,#N/A,K16898
K22927,K22927,0
K13657,#N/A,K13657
K00404,#N/A,K00404
K03646,#N/A,K03646
K02100,#N/A,K02100
K13740,#N/A,K13740
K06200,#N/A,K06200
K05837,#N/A,K05837
K02495,#N/A,K02495
K02342,#N/A,K02342
K02004,K02004,0
K03749,#N/A,K03749
K03621,#N/A,K03621
K27882,#N/A,K27882
K23477,#N/A,K23477
K03887,#N/A,K03887
K08307,#N/A,K08307
K01218,#N/A,K01218
K07279,#N/A,K07279
K01251,#N/A,K01251
K21572,K21572,0
K16516,#N/A,K16516
K11016,K11016,0
K01649,#N/A,K01649
K06223,#N/A,K06223
K02313,#N/A,K02313
K07137,#N/A,K07137
K01756,#N/A,K01756
K00114,#N/A,K00114
K09384,#N/A,K09384
K02355,K02355,0
K04763,#N/A,K04763
K03328,#N/A,K03328
K00791,#N/A,K00791
K01804,#N/A,K01804
K01235,#N/A,K01235
K03671,#N/A,K03671
K03631,K03631,0
K13038,#N/A,K13038
K07126,K07126,0
K07126,K07126,0
K07486,K07486,0
K07278,#N/A,K07278
K02014,K02014,0
K25314,#N/A,K25314
K05520,#N/A,K05520
K03308,K03308,0
K03217,#N/A,K03217
K06346,#N/A,K06346
K21430,#N/A,K21430
K00239,K00239,0
K07001,#N/A,K07001
K06894,#N/A,K06894
K09458,#N/A,K09458
K01869,K01869,0
K01712,#N/A,K01712
K05936,#N/A,K05936
K01885,#N/A,K01885
K02990,#N/A,K02990
K13893,#N/A,K13893
K07137,#N/A,K07137
K20534,#N/A,K20534
K07126,K07126,0
K12952,#N/A,K12952
K13936,#N/A,K13936
K13038,#N/A,K13038
K00266,K00266,0
K07263,#N/A,K07263
K03528,#N/A,K03528
K01890,K01890,0
K06187,K06187,0
K03427,K03427,0
K00603,#N/A,K00603
K06877,K06877,0
K25132,#N/A,K25132
K01265,#N/A,K01265
K02840,#N/A,K02840
K07031,#N/A,K07031
K14194,#N/A,K14194
K01205,#N/A,K01205
K03106,#N/A,K03106
K01868,#N/A,K01868
K00342,K00342,0
K07782,#N/A,K07782
K07497,K07497,0
K00052,#N/A,K00052
K08316,#N/A,K08316
K03100,#N/A,K03100
K26937,#N/A,K26937
K02238,K02238,0
K01952,K01952,0
K03169,K03169,0
K03694,#N/A,K03694
K03205,K03205,0
K01950,K01950,0
K03466,K03466,0
K00557,#N/A,K00557
K00325,#N/A,K00325
K14445,#N/A,K14445
K21573,K21573,0
K03466,K03466,0
K09811,#N/A,K09811
K08303,#N/A,K08303
K18650,#N/A,K18650
K10440,#N/A,K10440
K05349,K05349,0
K00265,K00265,0
K07126,K07126,0
K02945,#N/A,K02945
K00117,#N/A,K00117
K03442,#N/A,K03442
K03303,#N/A,K03303
K02230,#N/A,K02230
K02035,#N/A,K02035
K00560,#N/A,K00560
K00163,#N/A,K00163
K01468,#N/A,K01468
K02337,K02337,0
K07106,#N/A,K07106
K03060,#N/A,K03060
K07232,#N/A,K07232
K02227,#N/A,K02227
K00048,#N/A,K00048
K11085,#N/A,K11085
K04042,#N/A,K04042
K01153,K01153,0
K00088,#N/A,K00088
K03555,K03555,0
K00036,K00036,0
K03522,#N/A,K03522
K07126,K07126,0
K02535,#N/A,K02535
K03070,K03070,0
K01690,#N/A,K01690
K03924,K03924,0
K08191,#N/A,K08191
K07303,#N/A,K07303
K07126,K07126,0
K19304,K19304,0
K01278,#N/A,K01278
K08676,#N/A,K08676
K12373,K12373,0
K01919,#N/A,K01919
K24866,#N/A,K24866
K02071,#N/A,K02071
K07386,#N/A,K07386
K01585,#N/A,K01585
K01524,#N/A,K01524
K00611,#N/A,K00611
K03640,#N/A,K03640
K01887,#N/A,K01887
K02945,#N/A,K02945
K00847,K00847,0
K10539,#N/A,K10539
K04043,K04043,0
K07126,K07126,0
K03100,#N/A,K03100
K05349,K05349,0
K03631,K03631,0
K05791,#N/A,K05791
K02337,K02337,0
K03723,K03723,0
K02552,#N/A,K02552
K02027,K02027,0
K02058,#N/A,K02058
K03502,K03502,0
K07315,K07315,0
K01338,K01338,0
K01854,#N/A,K01854
K06215,#N/A,K06215
K11066,#N/A,K11066
K03546,K03546,0
K01752,#N/A,K01752
K13503,#N/A,K13503
K00705,K00705,0
K03930,#N/A,K03930
K21573,K21573,0
K09458,#N/A,K09458
K03648,#N/A,K03648
K07484,K07484,0
K15738,#N/A,K15738
K01179,K01179,0
K24300,K24300,0
K19140,K19140,0
K03723,K03723,0
K23107,#N/A,K23107
K03090,#N/A,K03090
K04656,#N/A,K04656
K04654,#N/A,K04654
K04655,#N/A,K04655
K01154,K01154,0
K03569,#N/A,K03569
K01804,#N/A,K01804
K01937,#N/A,K01937
K21573,K21573,0
K00666,#N/A,K00666
K03215,#N/A,K03215
K04079,#N/A,K04079
K03589,#N/A,K03589
K01924,#N/A,K01924
K02563,#N/A,K02563
K03588,#N/A,K03588
K05823,#N/A,K05823
K06959,#N/A,K06959
K01610,K01610,0
K03544,#N/A,K03544
K01915,#N/A,K01915
K00763,#N/A,K00763
K15583,#N/A,K15583
K01945,#N/A,K01945
K01915,#N/A,K01915
K03771,K03771,0
K13730,K13730,0
K01421,K01421,0
K07568,#N/A,K07568
K26063,#N/A,K26063
K13735,K13735,0
K03977,K03977,0
K01990,#N/A,K01990
K24110,#N/A,K24110
K00919,#N/A,K00919
K00266,K00266,0
K27883,#N/A,K27883
K03462,#N/A,K03462
K01872,K01872,0
K06381,#N/A,K06381
K03296,#N/A,K03296
K01599,#N/A,K01599
K13888,#N/A,K13888
K02967,#N/A,K02967
K00382,#N/A,K00382
K03310,#N/A,K03310
K07278,#N/A,K07278
K01048,#N/A,K01048
K00615,K00615,0
K11031,#N/A,K11031
K01256,K01256,0
K07484,K07484,0
K03177,#N/A,K03177
K03655,K03655,0
K07004,#N/A,K07004
K01657,#N/A,K01657
K01207,#N/A,K01207
K03685,#N/A,K03685
K01190,#N/A,K01190
K03544,#N/A,K03544
K13788,#N/A,K13788
K02519,K02519,0
K03581,K03581,0
K01154,K01154,0
K03427,K03427,0
K01153,K01153,0
K07317,K07317,0
K04763,#N/A,K04763
K01537,#N/A,K01537
K01989,#N/A,K01989
K03385,#N/A,K03385
K00373,#N/A,K00373
K00931,#N/A,K00931
K03631,K03631,0
K03798,#N/A,K03798
K25496,#N/A,K25496
K01886,#N/A,K01886
K01687,#N/A,K01687
K00342,K00342,0
K03205,K03205,0
K18138,K18138,0
K07277,#N/A,K07277
K04744,K04744,0
K01951,K01951,0
K03044,#N/A,K03044
K07010,#N/A,K07010
K28029,#N/A,K28029
K07126,K07126,0
K03724,K03724,0
K06899,#N/A,K06899
K03406,K03406,0
K07729,K07729,0
K01222,K01222,0
K03311,#N/A,K03311
K06942,#N/A,K06942
K02906,#N/A,K02906
K01414,K01414,0
K03307,#N/A,K03307
K03427,K03427,0
K02567,#N/A,K02567
K02014,K02014,0
K14645,#N/A,K14645
K06131,#N/A,K06131
K00351,#N/A,K00351
K06894,#N/A,K06894
K03581,K03581,0
K00876,#N/A,K00876
K09458,#N/A,K09458
K01262,K01262,0
K23685,#N/A,K23685
K06168,#N/A,K06168
K02027,K02027,0
K01972,#N/A,K01972
K11895,#N/A,K11895
K01201,#N/A,K01201
K12510,#N/A,K12510
K00927,K00927,0
K00549,#N/A,K00549
K02016,#N/A,K02016
K07823,#N/A,K07823
K03969,#N/A,K03969
K09014,K09014,0
K02945,#N/A,K02945
K09973,#N/A,K09973
K03437,#N/A,K03437
K03832,#N/A,K03832
K06922,K06922,0
K01006,#N/A,K01006
K00651,#N/A,K00651
K06445,K06445,0
K09955,#N/A,K09955
K21572,K21572,0
K00053,#N/A,K00053
K21966,#N/A,K21966
K00689,#N/A,K00689
K02342,#N/A,K02342
K01889,#N/A,K01889
K01092,#N/A,K01092
K07592,#N/A,K07592
K00793,#N/A,K00793
K06871,#N/A,K06871
K11004,K11004,0
K02035,#N/A,K02035
K03100,#N/A,K03100
K01465,#N/A,K01465
K00341,#N/A,K00341
K00342,K00342,0
K07452,K07452,0
K05934,#N/A,K05934
K12573,K12573,0
K09015,K09015,0
K03168,#N/A,K03168
K07263,#N/A,K07263
K01139,K01139,0
K03046,K03046,0
K03427,K03427,0
K06871,#N/A,K06871
K06187,K06187,0
K09475,#N/A,K09475
K02313,#N/A,K02313
K03612,#N/A,K03612
K01270,#N/A,K01270
K06968,#N/A,K06968
K01880,#N/A,K01880
K00609,K00609,0
K26272,#N/A,K26272
K03110,K03110,0
K02031/K02032,#N/A,K02031/K02032
K08303,#N/A,K08303
K03655,K03655,0
K03046,K03046,0
K13663,#N/A,K13663
K21574,#N/A,K21574
K01200,#N/A,K01200
K01141,#N/A,K01141
K06217,#N/A,K06217
K27601,#N/A,K27601
K03546,K03546,0
K16089,#N/A,K16089
K04567,#N/A,K04567
K01736,K01736,0
K01255,#N/A,K01255
K11334,#N/A,K11334
K02948,#N/A,K02948
K08994,#N/A,K08994
K03203,#N/A,K03203
K14205,K14205,0
K00413,#N/A,K00413
K16789,#N/A,K16789
K03723,K03723,0
K08170,#N/A,K08170
K23726,#N/A,K23726
K00265,K00265,0
K12573,K12573,0
K07478,#N/A,K07478
K03582,#N/A,K03582
K18691,#N/A,K18691
K01534,#N/A,K01534
K11717,#N/A,K11717
K07263,#N/A,K07263
K03529,K03529,0
K07213,#N/A,K07213
K02406,#N/A,K02406
K01190,#N/A,K01190
K03311,#N/A,K03311
K23059,#N/A,K23059
K01689,#N/A,K01689
K07483,#N/A,K07483
K00833,#N/A,K00833
K00134,#N/A,K00134
K02876,#N/A,K02876
K13525,#N/A,K13525
K01872,K01872,0
K03152,#N/A,K03152
K02316,K02316,0
K07137,#N/A,K07137
K02563,#N/A,K02563
K01735,#N/A,K01735
K01872,K01872,0
K20542,#N/A,K20542
K00681,#N/A,K00681
K00919,#N/A,K00919
K16076,#N/A,K16076
K07407,K07407,0
K21573,K21573,0
K20866,#N/A,K20866
K00700,K00700,0
K15738,#N/A,K15738
K00836,K00836,0
K03695,K03695,0
K00806,#N/A,K00806
K06217,#N/A,K06217
K16649,#N/A,K16649
K26288,K26288,0
K06180,K06180,0
K07479,#N/A,K07479
K04068,#N/A,K04068
K00598,K00598,0
K00067,K00067,0
K04077,#N/A,K04077
K03551,#N/A,K03551
K00687,#N/A,K00687
K13571,#N/A,K13571
K02412,#N/A,K02412
K02520,K02520,0
K01738,#N/A,K01738
K05522,#N/A,K05522
K11005,#N/A,K11005
K21573,K21573,0
K04336,#N/A,K04336
K03641,K03641,0
K16899,K16899,0
K02519,K02519,0
K20276,K20276,0
K02548,#N/A,K02548
K01854,#N/A,K01854
K26732,#N/A,K26732
K03569,#N/A,K03569
K01835,#N/A,K01835
K01950,K01950,0
K01153,K01153,0
K21636,K21636,0
K00772,#N/A,K00772
K01652,#N/A,K01652
K14645,#N/A,K14645
K14645,#N/A,K14645
K01206,#N/A,K01206
K01153,K01153,0
K13735,K13735,0
K21464,#N/A,K21464
K07407,K07407,0
K11085,#N/A,K11085
K00598,K00598,0
K03553,#N/A,K03553
K11070,#N/A,K11070
K11939,#N/A,K11939
K00525,#N/A,K00525
K01318,#N/A,K01318
K03587,K03587,0
K02535,#N/A,K02535
K10559,#N/A,K10559
K03651,#N/A,K03651
K14194,#N/A,K14194
K00558,K00558,0
K03320,K03320,0
K03406,K03406,0
K21417,#N/A,K21417
K00615,K00615,0
K02355,K02355,0
K02005,#N/A,K02005
K00249,#N/A,K00249
K06993,#N/A,K06993
K05343,#N/A,K05343
K25652,K25652,0
K02286,#N/A,K02286
K04761,#N/A,K04761
K01364,#N/A,K01364
K01190,#N/A,K01190
K01153,K01153,0
K01929,#N/A,K01929
K09971,#N/A,K09971
K02337,K02337,0
K07722,#N/A,K07722
K02520,K02520,0
K21572,K21572,0
K04744,K04744,0
K12373,K12373,0
K02314,K02314,0
K07712,#N/A,K07712
K13525,#N/A,K13525
K00632,#N/A,K00632
K02167,#N/A,K02167
K03503,#N/A,K03503
K03502,K03502,0
K06947,#N/A,K06947
K01256,K01256,0
K06901,#N/A,K06901
K03101,#N/A,K03101
K00626,#N/A,K00626
K03654,#N/A,K03654
K18334,#N/A,K18334
