node,deg_in,deg_out,deg_total,pagerank,betweenness,closeness,eigenvector,hub,authority
K05526,0,37,37,0.0007276239504980581,0.0,0.0,0.016045034813345342,0.001013876327501218,-0.0
K01910,9,27,36,0.001139214348266684,0.0,0.5424921768078556,0.005546011536675129,0.0003336971997432262,0.00019479339136055005
K11717,16,20,36,0.003290889984006173,0.0038306314457242606,0.7549546477162984,0.006951833216270284,0.00018342992518459667,0.0005314214277499025
K24012,10,25,35,0.0012178962371513604,0.0,0.542096536551771,0.022675302664616544,0.002407421679669115,0.00020067405010971978
K01011,2,33,35,0.000759898035727911,0.003007788826288972,0.572970449591048,0.021328786827118605,0.002639748891618286,8.438570290639026e-05
K00939,27,8,35,0.0018959648413566879,0.0,1.099966764840819,0.019901592501693637,4.1681466277571244e-05,0.0035657491565705647
K01874,7,27,34,0.001532178710660628,0.0,0.6417638784131954,0.007743055057351478,0.0006673943994864524,3.736874243149418e-05
K03151,14,20,34,0.003316160276011153,3.3669277906219836e-06,0.7525868349436159,0.0023800296652001737,0.00011348977115977219,0.000287488444489046
K00392,19,15,34,0.004080101575212024,0.0,1.2006531052932694,0.026415362867986562,0.0048502229772326285,0.001781518053651895
K24018,6,26,32,0.005250135440849924,0.005678884873515746,1.2490153705722464,0.042059201304235315,0.007261530964524816,0.00015772985510632232
K05939,1,31,32,0.0008635423356012757,0.0,1.1540724179978532,0.011825139783831326,0.0005391543484342465,0.0014669500508245835
K13541,13,19,32,0.003266575648602936,0.006696799334310276,0.7525868349436159,0.0027064387809376243,0.00010960557202676448,0.0002847851110282143
K01596,10,21,31,0.0029432801072265587,0.008114295975398981,0.8692676047285911,0.04078993540048504,0.007162725496130676,0.00037644016724454175
K01659,0,31,31,0.0007276239504980581,0.0,0.0,0.02519353986361549,0.0024730464549760946,-0.0
K21636,9,20,29,0.0031243313271606997,0.011272973047119531,1.0694910477086894,0.07347249982482891,0.014506717753110345,0.0008028486659199694
K03639,14,15,29,0.0035103424575630205,0.0,0.7536603912701253,0.0020227387513317902,5.407873379537218e-05,0.00028816947956568465
K04765,2,27,29,0.0017984952276939698,0.0023344032681645753,0.9079277393037221,0.020141249324695763,0.0018499314138109293,2.7671663277221504e-05
K12428,2,27,29,0.0008798550587757358,0.0,1.1564871606230342,0.010795147250556478,0.0003336971997432262,0.0014707024143589989
K00645,26,3,29,0.0017380896639978306,0.0,1.1960801814256388,0.021393146650461627,0.00022829562759836306,0.0031344886709981346
K21059,2,27,29,0.001336548383608769,0.06104801239029427,1.3088673654259717,0.04318058900222591,0.0013347887989729047,0.0058828096574359955
K14441,13,16,29,0.003266575648602936,0.0,0.7525868349436159,0.0020544223211995043,5.4107180840270204e-05,0.0002847851110282143
K03150,14,15,29,0.0033477249105165496,0.0,0.7536972833415823,0.0022126884595468784,5.407873379537218e-05,0.0003353233364444476
K01595,9,20,29,0.0015916852199022234,0.0,0.5814685505018569,0.020360557417536604,0.0035807920012831604,0.00018483571508480065
K07248,0,29,29,0.0007276239504980581,0.0,0.0,0.01927833743107305,0.002607690132065396,-0.0
K18537,13,16,29,0.005805527346707813,0.03370433726391833,0.9468749329030738,0.0041088446423990085,0.00010821436168054041,0.0005695702220564286
K05810,4,24,28,0.007700508656704922,0.01252497138111378,0.9699378816319593,0.007073140133137769,0.0006524642877913482,6.136023069600252e-07
K00759,27,1,28,0.0038688247272327643,0.0,1.141381863101306,0.007470379707809919,3.164285155189743e-05,0.0006119157082465166
K04072,1,27,28,0.0008344216095311416,0.0,0.415974499965018,0.02216711708659188,0.0023803700986998106,7.628241390176673e-07
K03738,14,14,28,0.0023507832971083964,0.0,0.9523865135412958,0.012093367543508595,0.002413298188390403,0.0007333581080457817
K12960,4,24,28,0.0018119173077403511,0.000622881641265067,0.6302292208375523,0.012390153159460482,0.0013049285755826964,5.283472759019791e-06
K07145,15,13,28,0.00593455736363135,0.018511723406291265,0.9497954051789251,0.003442097263225114,0.00010636099938651182,0.0005733792889414296
K03184,15,13,28,0.003331090657064704,0.0,0.7525868349436159,0.001721048631612557,5.318049969325591e-05,0.0002866896444707148
K01647,0,28,28,0.0007276239504980581,0.0,0.0,0.02121521090239067,0.0022127567697076,-0.0
K01649,0,28,28,0.0007276239504980581,0.0,0.0,0.027403478949903498,0.002627162430047935,-0.0
K05934,13,14,27,0.003266575648602936,0.0005128752922012331,0.7525868349436159,0.0018819107596295933,5.3265840827949976e-05,0.0002847851110282143
K00769,26,1,27,0.0071571810747443915,0.0,1.4358591684588862,0.015486192307737054,6.328570310379486e-05,0.001252168178931548
K03816,26,1,27,0.0071571810747443915,0.0,1.4358591684588862,0.015486192307737054,6.328570310379486e-05,0.001252168178931548
K15780,26,1,27,0.010250987743548816,0.0,1.5817611684280979,0.0227898468408141,9.492855465569229e-05,0.0018500509193958288
K00765,25,1,26,0.0038214306193024798,0.0,1.141381863101306,0.007303654533077079,3.164285155189743e-05,0.0005978827404642789
K00763,25,1,26,0.0038284441844685345,0.0,1.142398088583631,0.007411095720153811,3.164285155189743e-05,0.0006107577459214604
K00761,25,1,26,0.0038354577496345897,0.0,1.1431250725428859,0.007518536907230548,3.164285155189743e-05,0.0006236327513786403
K01640,0,26,26,0.0007276239504980581,0.0,0.0,0.022498395391632335,0.0023480462742246633,-0.0
K02825,25,1,26,0.0038354577496345897,0.0,1.1431250725428859,0.007518536907230548,3.164285155189743e-05,0.0006236327513786403
K00766,25,1,26,0.0038214306193024798,0.0,1.141381863101306,0.007303654533077079,3.164285155189743e-05,0.0005978827404642789
K22214,14,12,26,0.001295822907726139,0.0,0.746142040626016,0.009455871678630604,0.0008449561742068008,0.0007405670378320715
K03462,25,1,26,0.0038284441844685345,0.0,1.142398088583631,0.007411095720153811,3.164285155189743e-05,0.0006107577459214604
K00762,25,1,26,0.0038214306193024798,0.0,1.141381863101306,0.007303654533077079,3.164285155189743e-05,0.0005978827404642789
K02502,25,1,26,0.0038214306193024798,0.0,1.141381863101306,0.007303654533077079,3.164285155189743e-05,0.0005978827404642789
K01195,13,13,26,0.003266575648602936,0.0,0.7525868349436159,0.0016836292019087368,5.318049969325591e-05,0.0002847851110282143
K03782,4,21,25,0.0011661950334974898,0.0,0.7978316386154066,0.021224642207869706,0.0036035998418314182,0.0004296242893244733
K00895,25,0,25,0.0069152372881069015,0.0,1.4341053754057058,0.014607309066154157,-0.0,0.0011957654809285577
K21071,25,0,25,0.0069152372881069015,0.0,1.4341053754057058,0.014607309066154157,-0.0,0.0011957654809285577
K08693,22,2,24,0.002079060320564727,0.0017620255437588383,1.1146215189020134,0.008132581814847956,1.2556741455848577e-05,0.0005816178711778006
K04021,2,22,24,0.0008495131944306506,0.0,0.4167032422527607,0.019478086664553012,0.002179944382054111,1.7329534548965574e-05
K01638,0,24,24,0.0007276239504980581,0.0,0.0,0.02041727950638929,0.002239388189539247,-0.0
K03787,23,1,24,0.0027217185544968813,0.0017620255437588383,1.119937657764843,0.008132581814847951,2.3126116515082547e-08,0.0005819674368180443
K11751,22,1,23,0.002079060320564727,0.0,1.1151404765022421,0.007845859943704835,1.3214923722904314e-08,0.0005816178711778006
K01081,22,1,23,0.002079060320564727,0.0,1.1151404765022421,0.007845859943704842,1.3214923722904314e-08,0.0005816178711778006
K01740,4,19,23,0.0007490130406380847,6.35975249339708e-05,0.35824161145335315,0.013186767954511163,0.00039086536566969044,0.00031352521656231554
K06966,21,2,23,0.0018230894035951278,0.00031424659379138516,1.0766651615483394,0.007563844928350842,8.892928659381731e-06,0.0004994651622604468
K11753,0,22,22,0.0007276239504980581,0.0,0.0,0.0034720735671952565,0.0003353964678382933,-0.0
K15866,0,22,22,0.0007276239504980581,0.0,0.0,0.0193454015303717,0.002179944382054111,-0.0
K18383,0,22,22,0.0007276239504980581,0.0,0.0,0.0386908030607434,0.004359888764108222,-0.0
K01641,0,22,22,0.0007276239504980581,0.0,0.0,0.019849520951961054,0.0022021553631049254,-0.0
K01241,20,2,22,0.0017784970369107166,0.0,1.0768534127069154,0.006376230674362123,2.964309553127244e-06,0.00042104112888606337
K00600,9,12,21,0.0009877878591027917,0.006240039505286077,0.7485263564030773,0.005976478717639417,0.00021382644780649086,0.0005915444093994902
K03781,4,12,16,0.0010622417518955567,0.006356011462518611,0.7972120024722318,0.004391951764907091,0.00013785985056251609,0.00047500145271689003
K04748,8,8,16,0.0027123673950850678,0.0,0.5998443537679577,0.0004755553916928312,4.689928744975666e-05,2.6765536682066337e-06
K04561,8,8,16,0.0027123673950850678,0.0,0.5998443537679577,0.0004755553916928312,4.689928744975666e-05,2.6765536682066337e-06
K02703,0,13,13,0.0007276239504980581,0.0,0.0,0.002622807507199441,0.00013579100385091624,-0.0
K00940,4,9,13,0.005734819389910437,0.008121778037155919,1.1865816120394947,0.006450655490412428,0.00048627938016815786,0.00010600486225342594
K02298,4,2,6,0.0009663206563972134,2.040562297346657e-06,0.5641271231734934,0.0006381013601000608,1.8548618958885416e-05,5.802446680488996e-05
K02297,4,2,6,0.0009663206563972134,2.040562297346657e-06,0.5641271231734934,0.0006381013601000608,1.8548618958885416e-05,5.802446680488996e-05
K00426,3,1,4,0.0008920507313614832,0.0,0.5192162988565958,0.00024525721744285314,1.8465428520953185e-05,2.727400569969992e-05
K00425,3,1,4,0.0008920507313614832,0.0,0.5192162988565958,0.00024525721744285314,1.8465428520953185e-05,2.727400569969992e-05
K02777,0,0,0,0.0007276239504980581,0.0,0.0,1.0,-0.0,-0.0
